"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/08/2025";"0000";"23,9";"24,9";"23,9";"";"";"";"";"";"";"989,1";"989,1";"988,6";"0,1";"";"0,8";"";"0,0"
"01/08/2025";"0100";"23,8";"24,0";"23,6";"";"";"";"";"";"";"989,7";"989,7";"989,0";"0,0";"";"0,6";"";"0,0"
"01/08/2025";"0200";"23,3";"23,9";"23,2";"";"";"";"";"";"";"990,5";"990,5";"989,7";"0,0";"";"0,5";"";"0,0"
"01/08/2025";"0300";"23,0";"23,4";"23,0";"";"";"";"";"";"";"990,7";"990,7";"990,5";"0,0";"";"0,6";"";"0,2"
"01/08/2025";"0400";"22,6";"23,2";"22,6";"";"";"";"";"";"";"990,8";"990,8";"990,7";"0,1";"";"0,6";"";"0,0"
"01/08/2025";"0500";"22,4";"23,0";"22,3";"";"";"";"";"";"";"990,7";"991,0";"990,7";"0,0";"";"0,6";"";"0,0"
"01/08/2025";"0600";"22,4";"22,8";"22,3";"";"";"";"";"";"";"990,4";"990,7";"990,4";"0,2";"";"0,9";"";"0,0"
"01/08/2025";"0700";"22,3";"22,5";"22,2";"";"";"";"";"";"";"990,4";"990,4";"990,3";"0,0";"";"0,7";"";"0,0"
"01/08/2025";"0800";"21,6";"22,3";"21,5";"";"";"";"";"";"";"990,2";"990,4";"990,1";"0,4";"";"0,9";"";"0,0"
"01/08/2025";"0900";"21,5";"21,7";"21,2";"";"";"";"";"";"";"990,2";"990,3";"990,1";"0,0";"";"0,9";"";"0,0"
"01/08/2025";"1000";"21,1";"21,7";"21,0";"";"";"";"";"";"";"990,5";"990,6";"990,2";"0,0";"";"0,5";"";"0,0"
"01/08/2025";"1100";"21,4";"21,6";"21,0";"";"";"";"";"";"";"991,2";"991,2";"990,5";"0,1";"";"1,0";"";"0,0"
"01/08/2025";"1200";"22,1";"22,1";"21,1";"";"";"";"";"";"";"991,9";"991,9";"991,2";"0,1";"";"0,8";"157,30";"0,0"
"01/08/2025";"1300";"24,6";"24,6";"22,1";"";"";"";"";"";"";"992,5";"992,5";"991,9";"0,5";"";"1,6";"729,80";"0,0"
"01/08/2025";"1400";"27,1";"27,5";"24,6";"";"";"";"";"";"";"993,1";"993,2";"992,5";"1,1";"";"1,9";"1692,60";"0,0"
